artwork,dimension,level,reason,:TYPE
72,light_and_shadow,Below Average,strong black and white gray contrast,HAS_LEVEL
72,details_and_texture,Average,dense lines,HAS_LEVEL
72,overall,Average,vivid and interesting,HAS_LEVEL
72,mood,Below Average,,HAS_LEVEL
73,theme_and_logic,Average,,HAS_LEVEL
73,layout_and_composition,Below Average,The lines on the screen are relatively stiff,HAS_LEVEL
73,space_and_perspective,Below Average,,HAS_LEVEL
73,sense_of_order,Below Average,the priorities are not clear enough,HAS_LEVEL
73,light_and_shadow,Poor,,HAS_LEVEL
73,details_and_texture,Poor,"the handling of details is not precise enough, more attention needs to be paid to detail portrayal",HAS_LEVEL
73,overall,Poor,,HAS_LEVEL
73,mood,Below Average,,HAS_LEVEL
74,theme_and_logic,Very Good,,HAS_LEVEL
74,layout_and_composition,Good,The composition and layout of the picture are relatively reasonable,HAS_LEVEL
74,space_and_perspective,Very Good,,HAS_LEVEL
74,sense_of_order,Good,,HAS_LEVEL
74,light_and_shadow,Good,,HAS_LEVEL
74,details_and_texture,Good,"The brushstrokes on the screen are slightly rough, with no details reflected",HAS_LEVEL
74,overall,Very Good,,HAS_LEVEL
74,mood,Very Good,,HAS_LEVEL
75,layout_and_composition,Excellent,,HAS_LEVEL
75,space_and_perspective,Excellent,,HAS_LEVEL
75,light_and_shadow,Excellent,,HAS_LEVEL
75,color,Excellent,,HAS_LEVEL
75,details_and_texture,Excellent,,HAS_LEVEL
75,overall,Excellent,,HAS_LEVEL
76,theme_and_logic,Good,,HAS_LEVEL
76,creativity,Good,,HAS_LEVEL
76,layout_and_composition,Good,,HAS_LEVEL
76,sense_of_order,Good,very regular,HAS_LEVEL
76,color,Good,the colors are also very standard,HAS_LEVEL
76,details_and_texture,Good,The brushstrokes on the screen are very regular,HAS_LEVEL
76,overall,Good,,HAS_LEVEL
76,mood,Good,creating a strong sense of artistic conception,HAS_LEVEL
77,theme_and_logic,Very Good,,HAS_LEVEL
77,creativity,Excellent,,HAS_LEVEL
77,layout_and_composition,Good,,HAS_LEVEL
77,sense_of_order,Good,,HAS_LEVEL
77,details_and_texture,Good,,HAS_LEVEL
77,overall,Good,,HAS_LEVEL
78,layout_and_composition,Excellent,,HAS_LEVEL
78,space_and_perspective,Excellent,,HAS_LEVEL
78,light_and_shadow,Excellent,,HAS_LEVEL
78,details_and_texture,Outstanding,,HAS_LEVEL
78,overall,Excellent,,HAS_LEVEL
79,theme_and_logic,Very Good,,HAS_LEVEL
79,layout_and_composition,Average,pay attention to the primary and secondary relationship of the screen,HAS_LEVEL
79,space_and_perspective,Good,has a strong sense of space,HAS_LEVEL
79,sense_of_order,Average,,HAS_LEVEL
79,light_and_shadow,Good,"the contrast between light and dark is not obvious enough, and the contrast effect needs to be strengthened",HAS_LEVEL
79,details_and_texture,Good,,HAS_LEVEL
79,overall,Good,,HAS_LEVEL
79,mood,Average,,HAS_LEVEL
80,theme_and_logic,Good,,HAS_LEVEL
80,creativity,Very Good,,HAS_LEVEL
80,layout_and_composition,Good,,HAS_LEVEL
80,sense_of_order,Good,,HAS_LEVEL
80,details_and_texture,Average,,HAS_LEVEL
80,overall,Good,,HAS_LEVEL
81,layout_and_composition,Good,,HAS_LEVEL
81,space_and_perspective,Good,,HAS_LEVEL
81,light_and_shadow,Good,"clear black, white, and gray",HAS_LEVEL
81,details_and_texture,Very Good,thorough depiction,HAS_LEVEL
81,overall,Good,"The completeness of the image is relatively high, with strong overall coherence",HAS_LEVEL
82,theme_and_logic,Good,,HAS_LEVEL
82,layout_and_composition,Good,,HAS_LEVEL
82,space_and_perspective,Good,,HAS_LEVEL
82,sense_of_order,Good,,HAS_LEVEL
82,light_and_shadow,Good,,HAS_LEVEL
82,color,Good,,HAS_LEVEL
82,details_and_texture,Very Good,,HAS_LEVEL
82,overall,Good,,HAS_LEVEL
82,mood,Good,,HAS_LEVEL
83,layout_and_composition,Very Good,,HAS_LEVEL
83,space_and_perspective,Excellent,,HAS_LEVEL
83,light_and_shadow,Excellent,,HAS_LEVEL
83,details_and_texture,Excellent,,HAS_LEVEL
83,overall,Very Good,,HAS_LEVEL
84,theme_and_logic,Below Average,,HAS_LEVEL
84,creativity,Poor,lacking creativity,HAS_LEVEL
84,layout_and_composition,Poor,,HAS_LEVEL
84,sense_of_order,Poor,,HAS_LEVEL
84,details_and_texture,Poor,"simple, sloppy",HAS_LEVEL
84,overall,Poor,lacking evaluative value,HAS_LEVEL
85,theme_and_logic,Good,,HAS_LEVEL
85,layout_and_composition,Very Good,,HAS_LEVEL
85,space_and_perspective,Very Good,,HAS_LEVEL
85,sense_of_order,Very Good,,HAS_LEVEL
85,light_and_shadow,Good,,HAS_LEVEL
85,color,Good,,HAS_LEVEL
85,details_and_texture,Good,,HAS_LEVEL
85,overall,Very Good,,HAS_LEVEL
85,mood,Good,,HAS_LEVEL
86,theme_and_logic,Below Average,,HAS_LEVEL
86,layout_and_composition,Below Average,,HAS_LEVEL
86,space_and_perspective,Below Average,,HAS_LEVEL
86,sense_of_order,Below Average,,HAS_LEVEL
86,light_and_shadow,Below Average,,HAS_LEVEL
86,color,Below Average,,HAS_LEVEL
86,details_and_texture,Below Average,,HAS_LEVEL
86,overall,Below Average,,HAS_LEVEL
86,mood,Below Average,,HAS_LEVEL
87,theme_and_logic,Very Good,,HAS_LEVEL
87,layout_and_composition,Very Good,The composition and layout of this artwork are relatively reasonable,HAS_LEVEL
87,space_and_perspective,Very Good,the picture has a sense of space,HAS_LEVEL
87,sense_of_order,Very Good,,HAS_LEVEL
87,light_and_shadow,Very Good,The light and shadow effect is slightly abrupt,HAS_LEVEL
87,details_and_texture,Very Good,the details are slightly insufficient,HAS_LEVEL
87,overall,Very Good,,HAS_LEVEL
87,mood,Very Good,,HAS_LEVEL
88,theme_and_logic,Very Good,,HAS_LEVEL
88,creativity,Good,creativity still exists,HAS_LEVEL
88,layout_and_composition,Very Good,Composition issue,HAS_LEVEL
88,sense_of_order,Good,brushstrokes on the screen are very regular,HAS_LEVEL
88,color,Very Good,color is not enough,HAS_LEVEL
88,details_and_texture,Good,brushstrokes on the screen are very regular,HAS_LEVEL
88,overall,Very Good,,HAS_LEVEL
88,mood,Very Good,creating a strong sense of artistic conception,HAS_LEVEL
89,theme_and_logic,Excellent,,HAS_LEVEL
89,layout_and_composition,Very Good,the composition is full,HAS_LEVEL
89,space_and_perspective,Very Good,the spatial sense is layered,HAS_LEVEL
89,sense_of_order,Good,the brushstrokes are very regular,HAS_LEVEL
89,light_and_shadow,Very Good,,HAS_LEVEL
89,color,Good,"the color tone is stable but not ostentatious, the colors are also very standard",HAS_LEVEL
89,details_and_texture,Very Good,the details are rich,HAS_LEVEL
89,overall,Very Good,,HAS_LEVEL
89,mood,Very Good,the artistic conception is very strong,HAS_LEVEL
90,theme_and_logic,Very Good,,HAS_LEVEL
90,layout_and_composition,Very Good,,HAS_LEVEL
90,space_and_perspective,Very Good,,HAS_LEVEL
90,sense_of_order,Very Good,,HAS_LEVEL
90,light_and_shadow,Very Good,,HAS_LEVEL
90,details_and_texture,Very Good,,HAS_LEVEL
90,overall,Very Good,,HAS_LEVEL
90,mood,Very Good,,HAS_LEVEL
91,theme_and_logic,Very Good,,HAS_LEVEL
91,layout_and_composition,Very Good,,HAS_LEVEL
91,space_and_perspective,Good,clear distinction between reality and virtuality,HAS_LEVEL
91,sense_of_order,Good,,HAS_LEVEL
91,light_and_shadow,Average,proper handling of the relationship between light and dark,HAS_LEVEL
91,details_and_texture,Average,"well shaped, smooth lines",HAS_LEVEL
91,overall,Good,,HAS_LEVEL
91,mood,Good,vivid expression of charm,HAS_LEVEL
92,theme_and_logic,Very Good,,HAS_LEVEL
92,layout_and_composition,Good,,HAS_LEVEL
92,space_and_perspective,Very Good,spatial sense is well handled,HAS_LEVEL
92,sense_of_order,Very Good,The brushstrokes on the screen are very regular,HAS_LEVEL
92,light_and_shadow,Very Good,,HAS_LEVEL
92,color,Very Good,"The color scheme of the picture is bold, proper moisture control and ink saturation, the colors are also very standard",HAS_LEVEL
92,details_and_texture,Very Good,The brushstrokes on the screen are very regular,HAS_LEVEL
92,overall,Very Good,The picture is neat,HAS_LEVEL
92,mood,Very Good,creating a strong sense of artistic conception,HAS_LEVEL
93,theme_and_logic,Average,,HAS_LEVEL
93,layout_and_composition,Average,,HAS_LEVEL
93,space_and_perspective,Average,,HAS_LEVEL
93,sense_of_order,Average,,HAS_LEVEL
93,light_and_shadow,Average,the light is well depicted,HAS_LEVEL
93,color,Good,The colors on the screen are harmonious,HAS_LEVEL
93,details_and_texture,Average,Poor plant details,HAS_LEVEL
93,overall,Good,,HAS_LEVEL
93,mood,Average,,HAS_LEVEL
94,theme_and_logic,Excellent,full of storytelling,HAS_LEVEL
94,layout_and_composition,Very Good,,HAS_LEVEL
94,space_and_perspective,Very Good,,HAS_LEVEL
94,sense_of_order,Very Good,,HAS_LEVEL
94,light_and_shadow,Very Good,clear contrast between light and dark,HAS_LEVEL
94,details_and_texture,Very Good,"smooth lines, delicate depictions",HAS_LEVEL
94,overall,Excellent,vivid,HAS_LEVEL
94,mood,Very Good,fun,HAS_LEVEL
95,theme_and_logic,Very Good,,HAS_LEVEL
95,creativity,Very Good,,HAS_LEVEL
95,layout_and_composition,Very Good,"the elements in the picture are concise, intuitive",HAS_LEVEL
95,sense_of_order,Good,,HAS_LEVEL
95,color,Good,,HAS_LEVEL
95,details_and_texture,Very Good,The picture is very delicate,HAS_LEVEL
95,overall,Very Good,Calligraphy and painting complement each other,HAS_LEVEL
95,mood,Very Good,The artistic conception still exists,HAS_LEVEL
96,theme_and_logic,Good,,HAS_LEVEL
96,creativity,Average,,HAS_LEVEL
96,layout_and_composition,Average,The overall composition of the picture is imbalanced,HAS_LEVEL
96,sense_of_order,Average,,HAS_LEVEL
96,color,Average,uniform color tones,HAS_LEVEL
96,details_and_texture,Average,good pen touch,HAS_LEVEL
96,overall,Average,the depiction needs further exploration,HAS_LEVEL
97,theme_and_logic,Below Average,,HAS_LEVEL
97,layout_and_composition,Below Average,the composition is lacking,HAS_LEVEL
97,space_and_perspective,Below Average,,HAS_LEVEL
97,sense_of_order,Below Average,,HAS_LEVEL
97,light_and_shadow,Below Average,,HAS_LEVEL
97,color,Poor,,HAS_LEVEL
97,details_and_texture,Below Average,the brushstrokes are also very beginner like,HAS_LEVEL
97,overall,Below Average,The picture lacks completeness,HAS_LEVEL
97,mood,Below Average,there is no artistic conception or spatial atmosphere,HAS_LEVEL
98,theme_and_logic,Average,,HAS_LEVEL
98,layout_and_composition,Average,,HAS_LEVEL
98,space_and_perspective,Below Average,,HAS_LEVEL
98,sense_of_order,Good,,HAS_LEVEL
98,light_and_shadow,Below Average,,HAS_LEVEL
98,color,Below Average,,HAS_LEVEL
98,details_and_texture,Average,,HAS_LEVEL
98,overall,Average,,HAS_LEVEL
98,mood,Below Average,,HAS_LEVEL
99,theme_and_logic,Very Good,,HAS_LEVEL
99,layout_and_composition,Very Good,,HAS_LEVEL
99,space_and_perspective,Very Good,,HAS_LEVEL
99,sense_of_order,Good,,HAS_LEVEL
99,light_and_shadow,Good,,HAS_LEVEL
99,color,Very Good,,HAS_LEVEL
99,details_and_texture,Very Good,,HAS_LEVEL
99,overall,Good,,HAS_LEVEL
99,mood,Very Good,,HAS_LEVEL
100,layout_and_composition,Very Good,,HAS_LEVEL
100,space_and_perspective,Excellent,,HAS_LEVEL
100,light_and_shadow,Very Good,,HAS_LEVEL
100,details_and_texture,Very Good,,HAS_LEVEL
100,overall,Very Good,,HAS_LEVEL
101,theme_and_logic,Average,,HAS_LEVEL
101,creativity,Average,,HAS_LEVEL
101,layout_and_composition,Average,,HAS_LEVEL
101,sense_of_order,Average,,HAS_LEVEL
101,details_and_texture,Below Average,,HAS_LEVEL
101,overall,Below Average,,HAS_LEVEL
101,mood,Below Average,,HAS_LEVEL
102,theme_and_logic,Good,the theme is unclear,HAS_LEVEL
102,creativity,Average,,HAS_LEVEL
102,layout_and_composition,Average,The composition is basically reasonable,HAS_LEVEL
102,sense_of_order,Average,,HAS_LEVEL
102,color,Average,the color application is bold,HAS_LEVEL
102,details_and_texture,Average,there is a slight lack of details,HAS_LEVEL
102,overall,Average,the overall picture is harmonious,HAS_LEVEL
102,mood,Average,,HAS_LEVEL
103,theme_and_logic,Good,,HAS_LEVEL
103,layout_and_composition,Good,The composition of the picture is rigid and lacks variation,HAS_LEVEL
103,space_and_perspective,Good,"insufficient levels of distant, medium, and close shots",HAS_LEVEL
103,sense_of_order,Good,,HAS_LEVEL
103,light_and_shadow,Average,,HAS_LEVEL
103,color,Good,the colors are very elegant,HAS_LEVEL
103,details_and_texture,Good,the shaping is very delicate,HAS_LEVEL
103,overall,Good,,HAS_LEVEL
103,mood,Good,,HAS_LEVEL
104,theme_and_logic,Very Good,,HAS_LEVEL
104,layout_and_composition,Very Good,,HAS_LEVEL
104,space_and_perspective,Good,,HAS_LEVEL
104,sense_of_order,Very Good,,HAS_LEVEL
104,light_and_shadow,Excellent,,HAS_LEVEL
104,details_and_texture,Good,,HAS_LEVEL
104,overall,Excellent,,HAS_LEVEL
104,mood,Good,,HAS_LEVEL
105,layout_and_composition,Excellent,,HAS_LEVEL
105,space_and_perspective,Excellent,,HAS_LEVEL
105,light_and_shadow,Excellent,,HAS_LEVEL
105,color,Very Good,,HAS_LEVEL
105,details_and_texture,Excellent,vivid and the emotional expression is profound and delicate,HAS_LEVEL
105,overall,Very Good,,HAS_LEVEL
106,theme_and_logic,Very Good,,HAS_LEVEL
106,layout_and_composition,Very Good,The composition and layout of this artwork are relatively reasonable,HAS_LEVEL
106,space_and_perspective,Very Good,The perspective of the image is good,HAS_LEVEL
106,sense_of_order,Very Good,,HAS_LEVEL
106,light_and_shadow,Very Good,,HAS_LEVEL
106,details_and_texture,Very Good,"slightly insufficient details, the texture is not reflected",HAS_LEVEL
106,overall,Very Good,,HAS_LEVEL
106,mood,Very Good,,HAS_LEVEL
107,theme_and_logic,Average,,HAS_LEVEL
107,layout_and_composition,Average,,HAS_LEVEL
107,space_and_perspective,Poor,,HAS_LEVEL
107,sense_of_order,Below Average,,HAS_LEVEL
107,light_and_shadow,Average,,HAS_LEVEL
107,details_and_texture,Average,,HAS_LEVEL
107,overall,Average,,HAS_LEVEL
107,mood,Below Average,,HAS_LEVEL
108,theme_and_logic,Very Good,,HAS_LEVEL
108,layout_and_composition,Very Good,,HAS_LEVEL
108,space_and_perspective,Good,,HAS_LEVEL
108,sense_of_order,Very Good,,HAS_LEVEL
108,light_and_shadow,Very Good,,HAS_LEVEL
108,details_and_texture,Excellent,,HAS_LEVEL
108,overall,Very Good,,HAS_LEVEL
108,mood,Very Good,,HAS_LEVEL
109,theme_and_logic,Average,,HAS_LEVEL
109,layout_and_composition,Average,,HAS_LEVEL
109,space_and_perspective,Poor,,HAS_LEVEL
109,sense_of_order,Average,,HAS_LEVEL
109,light_and_shadow,Below Average,,HAS_LEVEL
109,color,Below Average,,HAS_LEVEL
109,details_and_texture,Average,,HAS_LEVEL
109,overall,Poor,,HAS_LEVEL
109,mood,Below Average,,HAS_LEVEL
110,theme_and_logic,Average,the theme is not clear,HAS_LEVEL
110,creativity,Average,,HAS_LEVEL
110,layout_and_composition,Below Average,The composition is somewhat mediocre,HAS_LEVEL
110,sense_of_order,Average,,HAS_LEVEL
110,color,Average,there is some contrast in color,HAS_LEVEL
110,details_and_texture,Average,the sense of detail is insufficient,HAS_LEVEL
110,overall,Average,,HAS_LEVEL
110,mood,Average,,HAS_LEVEL
111,theme_and_logic,Below Average,,HAS_LEVEL
111,layout_and_composition,Average,,HAS_LEVEL
111,space_and_perspective,Average,,HAS_LEVEL
111,sense_of_order,Average,,HAS_LEVEL
111,light_and_shadow,Average,,HAS_LEVEL
111,details_and_texture,Average,,HAS_LEVEL
111,overall,Average,"The overall visual effect is realistic, with good visual effects and complete visuals, making it a great landscape painting work",HAS_LEVEL
111,mood,Average,,HAS_LEVEL
112,theme_and_logic,Very Good,,HAS_LEVEL
112,layout_and_composition,Very Good,The composition is rigorous and complete,HAS_LEVEL
112,space_and_perspective,Good,,HAS_LEVEL
112,sense_of_order,Very Good,,HAS_LEVEL
112,light_and_shadow,Very Good,,HAS_LEVEL
112,color,Very Good,the colors are very clever,HAS_LEVEL
112,details_and_texture,Very Good,the scenery is very exquisite,HAS_LEVEL
112,overall,Very Good,the visual effect of the picture is strong,HAS_LEVEL
112,mood,Very Good,,HAS_LEVEL
113,theme_and_logic,Very Good,,HAS_LEVEL
113,layout_and_composition,Good,,HAS_LEVEL
113,space_and_perspective,Very Good,,HAS_LEVEL
113,sense_of_order,Good,The stable color tone of the picture is unified,HAS_LEVEL
113,light_and_shadow,Very Good,,HAS_LEVEL
113,color,Good,"elegant colors, The stable color tone of the picture is unified",HAS_LEVEL
113,details_and_texture,Very Good,"delicate shapes, a certain level of ink expression language",HAS_LEVEL
113,overall,Very Good,,HAS_LEVEL
113,mood,Very Good,reflecting both reality and virtuality,HAS_LEVEL
114,theme_and_logic,Good,,HAS_LEVEL
114,creativity,Good,,HAS_LEVEL
114,layout_and_composition,Good,,HAS_LEVEL
114,sense_of_order,Good,,HAS_LEVEL
114,details_and_texture,Average,,HAS_LEVEL
114,overall,Average,,HAS_LEVEL
114,mood,Good,,HAS_LEVEL
115,layout_and_composition,Good,,HAS_LEVEL
115,space_and_perspective,Good,,HAS_LEVEL
115,light_and_shadow,Good,many shadows of Western character portrayal,HAS_LEVEL
115,color,Good,The colors are rather tacky and unpleasant,HAS_LEVEL
115,details_and_texture,Good,,HAS_LEVEL
115,overall,Good,lacking the unique beauty of traditional Chinese painting,HAS_LEVEL
116,theme_and_logic,Good,,HAS_LEVEL
116,layout_and_composition,Very Good,The composition and layout of this artwork are relatively reasonable,HAS_LEVEL
116,space_and_perspective,Good,,HAS_LEVEL
116,sense_of_order,Good,,HAS_LEVEL
116,light_and_shadow,Good,,HAS_LEVEL
116,details_and_texture,Good,slightly insufficient details and a rough appearance in the picture,HAS_LEVEL
116,overall,Good,,HAS_LEVEL
116,mood,Good,,HAS_LEVEL
117,theme_and_logic,Very Good,,HAS_LEVEL
117,creativity,Very Good,,HAS_LEVEL
117,layout_and_composition,Very Good,,HAS_LEVEL
117,sense_of_order,Good,,HAS_LEVEL
117,color,Very Good,,HAS_LEVEL
117,details_and_texture,Very Good,,HAS_LEVEL
117,overall,Very Good,,HAS_LEVEL
118,layout_and_composition,Good,,HAS_LEVEL
118,space_and_perspective,Average,,HAS_LEVEL
118,light_and_shadow,Average,,HAS_LEVEL
118,color,Average,The contrast between white clothes and black background,HAS_LEVEL
118,details_and_texture,Average,the details are not well handled,HAS_LEVEL
118,overall,Average,resulting in a mediocre image,HAS_LEVEL
119,theme_and_logic,Average,,HAS_LEVEL
119,layout_and_composition,Below Average,,HAS_LEVEL
119,space_and_perspective,Average,,HAS_LEVEL
119,sense_of_order,Below Average,,HAS_LEVEL
119,light_and_shadow,Below Average,,HAS_LEVEL
119,details_and_texture,Average,,HAS_LEVEL
119,overall,Below Average,,HAS_LEVEL
119,mood,Below Average,,HAS_LEVEL
120,theme_and_logic,Very Good,,HAS_LEVEL
120,layout_and_composition,Very Good,,HAS_LEVEL
120,space_and_perspective,Good,,HAS_LEVEL
120,sense_of_order,Very Good,,HAS_LEVEL
120,light_and_shadow,Good,,HAS_LEVEL
120,color,Very Good,,HAS_LEVEL
120,details_and_texture,Good,,HAS_LEVEL
120,overall,Very Good,,HAS_LEVEL
120,mood,Very Good,,HAS_LEVEL
121,theme_and_logic,Excellent,,HAS_LEVEL
121,layout_and_composition,Excellent,well arranged,HAS_LEVEL
121,space_and_perspective,Excellent,,HAS_LEVEL
121,sense_of_order,Excellent,everything is arranged perfectly,HAS_LEVEL
121,light_and_shadow,Excellent,The contrast is sharp,HAS_LEVEL
121,color,Excellent,,HAS_LEVEL
121,details_and_texture,Excellent,,HAS_LEVEL
121,overall,Excellent,the central image is prominent,HAS_LEVEL
121,mood,Excellent,,HAS_LEVEL
122,theme_and_logic,Very Good,,HAS_LEVEL
122,layout_and_composition,Good,The composition and layout of this artwork are relatively reasonable,HAS_LEVEL
122,space_and_perspective,Very Good,,HAS_LEVEL
122,sense_of_order,Very Good,,HAS_LEVEL
122,light_and_shadow,Good,,HAS_LEVEL
122,details_and_texture,Very Good,insufficient details,HAS_LEVEL
122,overall,Very Good,lacking in visual quality,HAS_LEVEL
122,mood,Very Good,,HAS_LEVEL
123,layout_and_composition,Very Good,,HAS_LEVEL
123,space_and_perspective,Very Good,,HAS_LEVEL
123,light_and_shadow,Excellent,,HAS_LEVEL
123,color,Very Good,the colors are also very standard,HAS_LEVEL
123,details_and_texture,Very Good,The brushstrokes,HAS_LEVEL
123,overall,Very Good,,HAS_LEVEL
124,theme_and_logic,Very Good,,HAS_LEVEL
124,layout_and_composition,Excellent,,HAS_LEVEL
124,space_and_perspective,Very Good,,HAS_LEVEL
124,sense_of_order,Very Good,,HAS_LEVEL
124,light_and_shadow,Very Good,,HAS_LEVEL
124,color,Excellent,,HAS_LEVEL
124,details_and_texture,Very Good,,HAS_LEVEL
124,overall,Very Good,,HAS_LEVEL
124,mood,Very Good,,HAS_LEVEL
125,theme_and_logic,Very Good,,HAS_LEVEL
125,creativity,Good,,HAS_LEVEL
125,layout_and_composition,Good,,HAS_LEVEL
125,sense_of_order,Very Good,,HAS_LEVEL
