artwork,style,:TYPE
679,symbolism,BELONGS_TO_STYLE
680,meticulous,BELONGS_TO_STYLE
681,meticulous,BELONGS_TO_STYLE
682,meticulous,BELONGS_TO_STYLE
683,freehand,BELONGS_TO_STYLE
684,meticulous,BELONGS_TO_STYLE
685,classicism,BELONGS_TO_STYLE
686,classicism,BELONGS_TO_STYLE
687,freehand,BELONGS_TO_STYLE
688,meticulous,BELONGS_TO_STYLE
689,meticulous,BELONGS_TO_STYLE
690,classicism,BELONGS_TO_STYLE
691,symbolism,BELONGS_TO_STYLE
692,symbolism,BELONGS_TO_STYLE
693,symbolism,BELONGS_TO_STYLE
694,meticulous,BELONGS_TO_STYLE
695,romanticism,BELONGS_TO_STYLE
696,meticulous,BELONGS_TO_STYLE
697,romanticism,BELONGS_TO_STYLE
698,classicism,BELONGS_TO_STYLE
699,classicism,BELONGS_TO_STYLE
700,freehand,BELONGS_TO_STYLE
701,romanticism,BELONGS_TO_STYLE
702,meticulous,BELONGS_TO_STYLE
703,meticulous,BELONGS_TO_STYLE
704,freehand,BELONGS_TO_STYLE
705,symbolism,BELONGS_TO_STYLE
706,meticulous,BELONGS_TO_STYLE
707,symbolism,BELONGS_TO_STYLE
708,romanticism,BELONGS_TO_STYLE
709,meticulous,BELONGS_TO_STYLE
710,symbolism,BELONGS_TO_STYLE
711,romanticism,BELONGS_TO_STYLE
712,symbolism,BELONGS_TO_STYLE
713,classicism,BELONGS_TO_STYLE
714,romanticism,BELONGS_TO_STYLE
715,romanticism,BELONGS_TO_STYLE
716,romanticism,BELONGS_TO_STYLE
717,romanticism,BELONGS_TO_STYLE
718,meticulous,BELONGS_TO_STYLE
719,romanticism,BELONGS_TO_STYLE
720,freehand,BELONGS_TO_STYLE
721,meticulous,BELONGS_TO_STYLE
722,symbolism,BELONGS_TO_STYLE
723,romanticism,BELONGS_TO_STYLE
724,romanticism,BELONGS_TO_STYLE
725,classicism,BELONGS_TO_STYLE
726,classicism,BELONGS_TO_STYLE
727,romanticism,BELONGS_TO_STYLE
728,classicism,BELONGS_TO_STYLE
729,meticulous,BELONGS_TO_STYLE
730,classicism,BELONGS_TO_STYLE
731,romanticism,BELONGS_TO_STYLE
732,romanticism,BELONGS_TO_STYLE
733,freehand,BELONGS_TO_STYLE
734,meticulous,BELONGS_TO_STYLE
735,romanticism,BELONGS_TO_STYLE
736,freehand,BELONGS_TO_STYLE
737,romanticism,BELONGS_TO_STYLE
738,symbolism,BELONGS_TO_STYLE
739,classicism,BELONGS_TO_STYLE
740,symbolism,BELONGS_TO_STYLE
741,classicism,BELONGS_TO_STYLE
742,symbolism,BELONGS_TO_STYLE
743,romanticism,BELONGS_TO_STYLE
744,meticulous,BELONGS_TO_STYLE
745,symbolism,BELONGS_TO_STYLE
746,freehand,BELONGS_TO_STYLE
747,romanticism,BELONGS_TO_STYLE
748,symbolism,BELONGS_TO_STYLE
749,romanticism,BELONGS_TO_STYLE
750,romanticism,BELONGS_TO_STYLE
751,romanticism,BELONGS_TO_STYLE
752,symbolism,BELONGS_TO_STYLE
753,romanticism,BELONGS_TO_STYLE
754,romanticism,BELONGS_TO_STYLE
755,meticulous,BELONGS_TO_STYLE
756,classicism,BELONGS_TO_STYLE
757,classicism,BELONGS_TO_STYLE
758,symbolism,BELONGS_TO_STYLE
759,romanticism,BELONGS_TO_STYLE
760,classicism,BELONGS_TO_STYLE
761,romanticism,BELONGS_TO_STYLE
762,romanticism,BELONGS_TO_STYLE
763,classicism,BELONGS_TO_STYLE
764,symbolism,BELONGS_TO_STYLE
765,romanticism,BELONGS_TO_STYLE
766,freehand,BELONGS_TO_STYLE
767,classicism,BELONGS_TO_STYLE
768,symbolism,BELONGS_TO_STYLE
769,symbolism,BELONGS_TO_STYLE
770,freehand,BELONGS_TO_STYLE
771,meticulous,BELONGS_TO_STYLE
772,romanticism,BELONGS_TO_STYLE
773,classicism,BELONGS_TO_STYLE
774,classicism,BELONGS_TO_STYLE
775,classicism,BELONGS_TO_STYLE
776,meticulous,BELONGS_TO_STYLE
777,symbolism,BELONGS_TO_STYLE
778,freehand,BELONGS_TO_STYLE
779,freehand,BELONGS_TO_STYLE
780,romanticism,BELONGS_TO_STYLE
781,romanticism,BELONGS_TO_STYLE
782,symbolism,BELONGS_TO_STYLE
783,symbolism,BELONGS_TO_STYLE
784,freehand,BELONGS_TO_STYLE
785,classicism,BELONGS_TO_STYLE
786,classicism,BELONGS_TO_STYLE
787,symbolism,BELONGS_TO_STYLE
788,romanticism,BELONGS_TO_STYLE
789,symbolism,BELONGS_TO_STYLE
790,classicism,BELONGS_TO_STYLE
791,romanticism,BELONGS_TO_STYLE
792,classicism,BELONGS_TO_STYLE
793,classicism,BELONGS_TO_STYLE
794,freehand,BELONGS_TO_STYLE
795,romanticism,BELONGS_TO_STYLE
796,symbolism,BELONGS_TO_STYLE
797,symbolism,BELONGS_TO_STYLE
798,symbolism,BELONGS_TO_STYLE
799,freehand,BELONGS_TO_STYLE
800,classicism,BELONGS_TO_STYLE
801,classicism,BELONGS_TO_STYLE
802,classicism,BELONGS_TO_STYLE
803,symbolism,BELONGS_TO_STYLE
804,meticulous,BELONGS_TO_STYLE
805,romanticism,BELONGS_TO_STYLE
806,classicism,BELONGS_TO_STYLE
807,freehand,BELONGS_TO_STYLE
808,symbolism,BELONGS_TO_STYLE
809,classicism,BELONGS_TO_STYLE
810,classicism,BELONGS_TO_STYLE
811,romanticism,BELONGS_TO_STYLE
812,freehand,BELONGS_TO_STYLE
813,meticulous,BELONGS_TO_STYLE
814,classicism,BELONGS_TO_STYLE
815,freehand,BELONGS_TO_STYLE
816,meticulous,BELONGS_TO_STYLE
817,meticulous,BELONGS_TO_STYLE
818,meticulous,BELONGS_TO_STYLE
819,romanticism,BELONGS_TO_STYLE
820,romanticism,BELONGS_TO_STYLE
821,romanticism,BELONGS_TO_STYLE
822,classicism,BELONGS_TO_STYLE
823,meticulous,BELONGS_TO_STYLE
824,romanticism,BELONGS_TO_STYLE
825,classicism,BELONGS_TO_STYLE
826,meticulous,BELONGS_TO_STYLE
827,freehand,BELONGS_TO_STYLE
828,classicism,BELONGS_TO_STYLE
829,freehand,BELONGS_TO_STYLE
830,classicism,BELONGS_TO_STYLE
831,romanticism,BELONGS_TO_STYLE
832,symbolism,BELONGS_TO_STYLE
833,classicism,BELONGS_TO_STYLE
834,classicism,BELONGS_TO_STYLE
835,meticulous,BELONGS_TO_STYLE
836,romanticism,BELONGS_TO_STYLE
837,meticulous,BELONGS_TO_STYLE
838,romanticism,BELONGS_TO_STYLE
839,romanticism,BELONGS_TO_STYLE
840,meticulous,BELONGS_TO_STYLE
841,romanticism,BELONGS_TO_STYLE
842,meticulous,BELONGS_TO_STYLE
843,classicism,BELONGS_TO_STYLE
844,classicism,BELONGS_TO_STYLE
845,classicism,BELONGS_TO_STYLE
846,classicism,BELONGS_TO_STYLE
847,symbolism,BELONGS_TO_STYLE
848,romanticism,BELONGS_TO_STYLE
849,freehand,BELONGS_TO_STYLE
850,classicism,BELONGS_TO_STYLE
851,classicism,BELONGS_TO_STYLE
852,romanticism,BELONGS_TO_STYLE
853,romanticism,BELONGS_TO_STYLE
854,classicism,BELONGS_TO_STYLE
855,classicism,BELONGS_TO_STYLE
856,classicism,BELONGS_TO_STYLE
857,classicism,BELONGS_TO_STYLE
858,classicism,BELONGS_TO_STYLE
859,classicism,BELONGS_TO_STYLE
860,symbolism,BELONGS_TO_STYLE
861,romanticism,BELONGS_TO_STYLE
862,freehand,BELONGS_TO_STYLE
863,symbolism,BELONGS_TO_STYLE
864,classicism,BELONGS_TO_STYLE
865,freehand,BELONGS_TO_STYLE
866,classicism,BELONGS_TO_STYLE
867,symbolism,BELONGS_TO_STYLE
868,classicism,BELONGS_TO_STYLE
869,symbolism,BELONGS_TO_STYLE
870,romanticism,BELONGS_TO_STYLE
871,romanticism,BELONGS_TO_STYLE
872,symbolism,BELONGS_TO_STYLE
873,meticulous,BELONGS_TO_STYLE
874,meticulous,BELONGS_TO_STYLE
875,romanticism,BELONGS_TO_STYLE
876,romanticism,BELONGS_TO_STYLE
877,romanticism,BELONGS_TO_STYLE
878,romanticism,BELONGS_TO_STYLE
879,freehand,BELONGS_TO_STYLE
880,romanticism,BELONGS_TO_STYLE
881,symbolism,BELONGS_TO_STYLE
882,romanticism,BELONGS_TO_STYLE
883,romanticism,BELONGS_TO_STYLE
884,classicism,BELONGS_TO_STYLE
885,romanticism,BELONGS_TO_STYLE
886,symbolism,BELONGS_TO_STYLE
887,classicism,BELONGS_TO_STYLE
888,symbolism,BELONGS_TO_STYLE
889,meticulous,BELONGS_TO_STYLE
890,freehand,BELONGS_TO_STYLE
891,romanticism,BELONGS_TO_STYLE
892,freehand,BELONGS_TO_STYLE
893,classicism,BELONGS_TO_STYLE
894,symbolism,BELONGS_TO_STYLE
895,symbolism,BELONGS_TO_STYLE
896,romanticism,BELONGS_TO_STYLE
897,symbolism,BELONGS_TO_STYLE
898,classicism,BELONGS_TO_STYLE
899,romanticism,BELONGS_TO_STYLE
900,symbolism,BELONGS_TO_STYLE
901,symbolism,BELONGS_TO_STYLE
902,symbolism,BELONGS_TO_STYLE
903,classicism,BELONGS_TO_STYLE
904,romanticism,BELONGS_TO_STYLE
905,classicism,BELONGS_TO_STYLE
906,symbolism,BELONGS_TO_STYLE
907,romanticism,BELONGS_TO_STYLE
908,symbolism,BELONGS_TO_STYLE
909,symbolism,BELONGS_TO_STYLE
910,classicism,BELONGS_TO_STYLE
911,romanticism,BELONGS_TO_STYLE
912,symbolism,BELONGS_TO_STYLE
913,romanticism,BELONGS_TO_STYLE
914,classicism,BELONGS_TO_STYLE
915,romanticism,BELONGS_TO_STYLE
916,romanticism,BELONGS_TO_STYLE
917,symbolism,BELONGS_TO_STYLE
918,classicism,BELONGS_TO_STYLE
919,freehand,BELONGS_TO_STYLE
920,classicism,BELONGS_TO_STYLE
921,symbolism,BELONGS_TO_STYLE
922,freehand,BELONGS_TO_STYLE
923,romanticism,BELONGS_TO_STYLE
924,classicism,BELONGS_TO_STYLE
925,classicism,BELONGS_TO_STYLE
926,meticulous,BELONGS_TO_STYLE
927,classicism,BELONGS_TO_STYLE
928,romanticism,BELONGS_TO_STYLE
929,meticulous,BELONGS_TO_STYLE
930,symbolism,BELONGS_TO_STYLE
931,classicism,BELONGS_TO_STYLE
932,meticulous,BELONGS_TO_STYLE
933,romanticism,BELONGS_TO_STYLE
934,romanticism,BELONGS_TO_STYLE
935,romanticism,BELONGS_TO_STYLE
936,romanticism,BELONGS_TO_STYLE
937,romanticism,BELONGS_TO_STYLE
938,romanticism,BELONGS_TO_STYLE
939,romanticism,BELONGS_TO_STYLE
940,symbolism,BELONGS_TO_STYLE
941,meticulous,BELONGS_TO_STYLE
942,meticulous,BELONGS_TO_STYLE
943,romanticism,BELONGS_TO_STYLE
944,classicism,BELONGS_TO_STYLE
945,meticulous,BELONGS_TO_STYLE
946,classicism,BELONGS_TO_STYLE
947,classicism,BELONGS_TO_STYLE
948,classicism,BELONGS_TO_STYLE
949,romanticism,BELONGS_TO_STYLE
950,romanticism,BELONGS_TO_STYLE
951,meticulous,BELONGS_TO_STYLE
952,symbolism,BELONGS_TO_STYLE
953,symbolism,BELONGS_TO_STYLE
954,symbolism,BELONGS_TO_STYLE
955,romanticism,BELONGS_TO_STYLE
956,meticulous,BELONGS_TO_STYLE
957,romanticism,BELONGS_TO_STYLE
958,romanticism,BELONGS_TO_STYLE
959,meticulous,BELONGS_TO_STYLE
960,classicism,BELONGS_TO_STYLE
961,classicism,BELONGS_TO_STYLE
962,classicism,BELONGS_TO_STYLE
963,classicism,BELONGS_TO_STYLE
964,classicism,BELONGS_TO_STYLE
965,classicism,BELONGS_TO_STYLE
966,symbolism,BELONGS_TO_STYLE
967,classicism,BELONGS_TO_STYLE
968,symbolism,BELONGS_TO_STYLE
969,romanticism,BELONGS_TO_STYLE
970,classicism,BELONGS_TO_STYLE
971,meticulous,BELONGS_TO_STYLE
972,romanticism,BELONGS_TO_STYLE
973,symbolism,BELONGS_TO_STYLE
974,classicism,BELONGS_TO_STYLE
975,freehand,BELONGS_TO_STYLE
976,romanticism,BELONGS_TO_STYLE
977,classicism,BELONGS_TO_STYLE
978,classicism,BELONGS_TO_STYLE
979,symbolism,BELONGS_TO_STYLE
980,classicism,BELONGS_TO_STYLE
981,romanticism,BELONGS_TO_STYLE
982,romanticism,BELONGS_TO_STYLE
983,symbolism,BELONGS_TO_STYLE
984,classicism,BELONGS_TO_STYLE
985,meticulous,BELONGS_TO_STYLE
986,symbolism,BELONGS_TO_STYLE
987,meticulous,BELONGS_TO_STYLE
988,symbolism,BELONGS_TO_STYLE
989,romanticism,BELONGS_TO_STYLE
990,romanticism,BELONGS_TO_STYLE
991,romanticism,BELONGS_TO_STYLE
992,classicism,BELONGS_TO_STYLE
993,symbolism,BELONGS_TO_STYLE
994,classicism,BELONGS_TO_STYLE
995,symbolism,BELONGS_TO_STYLE
996,classicism,BELONGS_TO_STYLE
997,symbolism,BELONGS_TO_STYLE
998,romanticism,BELONGS_TO_STYLE
999,freehand,BELONGS_TO_STYLE
1000,romanticism,BELONGS_TO_STYLE
1001,freehand,BELONGS_TO_STYLE
1002,freehand,BELONGS_TO_STYLE
1003,romanticism,BELONGS_TO_STYLE
1004,romanticism,BELONGS_TO_STYLE
1005,symbolism,BELONGS_TO_STYLE
1006,romanticism,BELONGS_TO_STYLE
1007,classicism,BELONGS_TO_STYLE
1008,classicism,BELONGS_TO_STYLE
1009,meticulous,BELONGS_TO_STYLE
1010,meticulous,BELONGS_TO_STYLE
1011,freehand,BELONGS_TO_STYLE
1012,freehand,BELONGS_TO_STYLE
1013,romanticism,BELONGS_TO_STYLE
1014,symbolism,BELONGS_TO_STYLE
1015,romanticism,BELONGS_TO_STYLE
1016,symbolism,BELONGS_TO_STYLE
1017,meticulous,BELONGS_TO_STYLE
1018,symbolism,BELONGS_TO_STYLE
1019,romanticism,BELONGS_TO_STYLE
1020,classicism,BELONGS_TO_STYLE
1021,romanticism,BELONGS_TO_STYLE
1022,meticulous,BELONGS_TO_STYLE
1023,meticulous,BELONGS_TO_STYLE
1024,romanticism,BELONGS_TO_STYLE
1025,symbolism,BELONGS_TO_STYLE
1026,romanticism,BELONGS_TO_STYLE
1027,romanticism,BELONGS_TO_STYLE
1028,meticulous,BELONGS_TO_STYLE
1029,classicism,BELONGS_TO_STYLE
1030,meticulous,BELONGS_TO_STYLE
1031,romanticism,BELONGS_TO_STYLE
1032,freehand,BELONGS_TO_STYLE
1033,romanticism,BELONGS_TO_STYLE
1034,meticulous,BELONGS_TO_STYLE
1035,romanticism,BELONGS_TO_STYLE
1036,freehand,BELONGS_TO_STYLE
1037,romanticism,BELONGS_TO_STYLE
1038,freehand,BELONGS_TO_STYLE
1039,romanticism,BELONGS_TO_STYLE
1040,romanticism,BELONGS_TO_STYLE
1041,romanticism,BELONGS_TO_STYLE
1042,meticulous,BELONGS_TO_STYLE
1043,freehand,BELONGS_TO_STYLE
1044,freehand,BELONGS_TO_STYLE
1045,classicism,BELONGS_TO_STYLE
1046,classicism,BELONGS_TO_STYLE
1047,symbolism,BELONGS_TO_STYLE
1048,romanticism,BELONGS_TO_STYLE
1049,romanticism,BELONGS_TO_STYLE
1050,classicism,BELONGS_TO_STYLE
1051,classicism,BELONGS_TO_STYLE
1052,romanticism,BELONGS_TO_STYLE
1053,symbolism,BELONGS_TO_STYLE
1054,classicism,BELONGS_TO_STYLE
1055,romanticism,BELONGS_TO_STYLE
1056,meticulous,BELONGS_TO_STYLE
1057,romanticism,BELONGS_TO_STYLE
1058,romanticism,BELONGS_TO_STYLE
1059,meticulous,BELONGS_TO_STYLE
1060,romanticism,BELONGS_TO_STYLE
1061,romanticism,BELONGS_TO_STYLE
1062,romanticism,BELONGS_TO_STYLE
1063,symbolism,BELONGS_TO_STYLE
1064,classicism,BELONGS_TO_STYLE
1065,romanticism,BELONGS_TO_STYLE
1066,romanticism,BELONGS_TO_STYLE
1067,symbolism,BELONGS_TO_STYLE
1068,meticulous,BELONGS_TO_STYLE
1069,classicism,BELONGS_TO_STYLE
1070,classicism,BELONGS_TO_STYLE
1071,romanticism,BELONGS_TO_STYLE
1072,symbolism,BELONGS_TO_STYLE
1073,classicism,BELONGS_TO_STYLE
1074,romanticism,BELONGS_TO_STYLE
1075,classicism,BELONGS_TO_STYLE
1076,symbolism,BELONGS_TO_STYLE
1077,classicism,BELONGS_TO_STYLE
1078,symbolism,BELONGS_TO_STYLE
1079,symbolism,BELONGS_TO_STYLE
1080,classicism,BELONGS_TO_STYLE
1081,romanticism,BELONGS_TO_STYLE
1082,classicism,BELONGS_TO_STYLE
1083,romanticism,BELONGS_TO_STYLE
1084,romanticism,BELONGS_TO_STYLE
1085,symbolism,BELONGS_TO_STYLE
1086,meticulous,BELONGS_TO_STYLE
1087,romanticism,BELONGS_TO_STYLE
1088,symbolism,BELONGS_TO_STYLE
1089,classicism,BELONGS_TO_STYLE
1090,symbolism,BELONGS_TO_STYLE
1091,symbolism,BELONGS_TO_STYLE
1092,symbolism,BELONGS_TO_STYLE
1093,romanticism,BELONGS_TO_STYLE
1094,romanticism,BELONGS_TO_STYLE
1095,classicism,BELONGS_TO_STYLE
1096,classicism,BELONGS_TO_STYLE
1097,symbolism,BELONGS_TO_STYLE
1098,symbolism,BELONGS_TO_STYLE
1099,symbolism,BELONGS_TO_STYLE
1100,symbolism,BELONGS_TO_STYLE
1101,romanticism,BELONGS_TO_STYLE
1102,symbolism,BELONGS_TO_STYLE
1103,classicism,BELONGS_TO_STYLE
1104,symbolism,BELONGS_TO_STYLE
1105,romanticism,BELONGS_TO_STYLE
1106,freehand,BELONGS_TO_STYLE
1107,romanticism,BELONGS_TO_STYLE
1108,classicism,BELONGS_TO_STYLE
1109,romanticism,BELONGS_TO_STYLE
1110,freehand,BELONGS_TO_STYLE
1111,meticulous,BELONGS_TO_STYLE
1112,meticulous,BELONGS_TO_STYLE
1113,romanticism,BELONGS_TO_STYLE
1114,meticulous,BELONGS_TO_STYLE
1115,classicism,BELONGS_TO_STYLE
1116,romanticism,BELONGS_TO_STYLE
1117,classicism,BELONGS_TO_STYLE
1118,symbolism,BELONGS_TO_STYLE
1119,classicism,BELONGS_TO_STYLE
1120,romanticism,BELONGS_TO_STYLE
1121,freehand,BELONGS_TO_STYLE
1122,romanticism,BELONGS_TO_STYLE
1123,symbolism,BELONGS_TO_STYLE
1124,romanticism,BELONGS_TO_STYLE
1125,romanticism,BELONGS_TO_STYLE
1126,freehand,BELONGS_TO_STYLE
1127,symbolism,BELONGS_TO_STYLE
1128,classicism,BELONGS_TO_STYLE
1129,freehand,BELONGS_TO_STYLE
1130,symbolism,BELONGS_TO_STYLE
1131,romanticism,BELONGS_TO_STYLE
1132,classicism,BELONGS_TO_STYLE
1133,romanticism,BELONGS_TO_STYLE
1134,meticulous,BELONGS_TO_STYLE
1135,symbolism,BELONGS_TO_STYLE
1136,classicism,BELONGS_TO_STYLE
1137,freehand,BELONGS_TO_STYLE
1138,freehand,BELONGS_TO_STYLE
1139,romanticism,BELONGS_TO_STYLE
1140,symbolism,BELONGS_TO_STYLE
1141,symbolism,BELONGS_TO_STYLE
1142,romanticism,BELONGS_TO_STYLE
1143,symbolism,BELONGS_TO_STYLE
1144,symbolism,BELONGS_TO_STYLE
1145,symbolism,BELONGS_TO_STYLE
1146,freehand,BELONGS_TO_STYLE
1147,meticulous,BELONGS_TO_STYLE
1148,symbolism,BELONGS_TO_STYLE
1149,symbolism,BELONGS_TO_STYLE
1150,freehand,BELONGS_TO_STYLE
1151,symbolism,BELONGS_TO_STYLE
1152,symbolism,BELONGS_TO_STYLE
1153,romanticism,BELONGS_TO_STYLE
1154,classicism,BELONGS_TO_STYLE
1155,meticulous,BELONGS_TO_STYLE
1156,classicism,BELONGS_TO_STYLE
1157,freehand,BELONGS_TO_STYLE
1158,symbolism,BELONGS_TO_STYLE
1159,freehand,BELONGS_TO_STYLE
1160,freehand,BELONGS_TO_STYLE
1161,meticulous,BELONGS_TO_STYLE
1162,symbolism,BELONGS_TO_STYLE
1163,classicism,BELONGS_TO_STYLE
1164,classicism,BELONGS_TO_STYLE
1165,freehand,BELONGS_TO_STYLE
1166,romanticism,BELONGS_TO_STYLE
1167,symbolism,BELONGS_TO_STYLE
1168,classicism,BELONGS_TO_STYLE
1169,meticulous,BELONGS_TO_STYLE
1170,classicism,BELONGS_TO_STYLE
1171,symbolism,BELONGS_TO_STYLE
1172,meticulous,BELONGS_TO_STYLE
1173,romanticism,BELONGS_TO_STYLE
1174,classicism,BELONGS_TO_STYLE
1175,symbolism,BELONGS_TO_STYLE
1176,meticulous,BELONGS_TO_STYLE
1177,romanticism,BELONGS_TO_STYLE
1178,symbolism,BELONGS_TO_STYLE
1179,freehand,BELONGS_TO_STYLE
1180,meticulous,BELONGS_TO_STYLE
1181,symbolism,BELONGS_TO_STYLE
1182,classicism,BELONGS_TO_STYLE
1183,symbolism,BELONGS_TO_STYLE
1184,classicism,BELONGS_TO_STYLE
1185,symbolism,BELONGS_TO_STYLE
1186,symbolism,BELONGS_TO_STYLE
1187,freehand,BELONGS_TO_STYLE
1188,freehand,BELONGS_TO_STYLE
1189,romanticism,BELONGS_TO_STYLE
1190,freehand,BELONGS_TO_STYLE
1191,romanticism,BELONGS_TO_STYLE
1192,symbolism,BELONGS_TO_STYLE
1193,classicism,BELONGS_TO_STYLE
1194,freehand,BELONGS_TO_STYLE
1195,romanticism,BELONGS_TO_STYLE
1196,classicism,BELONGS_TO_STYLE
1197,romanticism,BELONGS_TO_STYLE
1198,classicism,BELONGS_TO_STYLE
1199,romanticism,BELONGS_TO_STYLE
1200,romanticism,BELONGS_TO_STYLE
1201,romanticism,BELONGS_TO_STYLE
1202,meticulous,BELONGS_TO_STYLE
1203,classicism,BELONGS_TO_STYLE
1204,romanticism,BELONGS_TO_STYLE
1205,symbolism,BELONGS_TO_STYLE
1206,classicism,BELONGS_TO_STYLE
1207,romanticism,BELONGS_TO_STYLE
1208,meticulous,BELONGS_TO_STYLE
1209,symbolism,BELONGS_TO_STYLE
1210,classicism,BELONGS_TO_STYLE
1211,meticulous,BELONGS_TO_STYLE
1212,meticulous,BELONGS_TO_STYLE
1213,romanticism,BELONGS_TO_STYLE
1214,symbolism,BELONGS_TO_STYLE
1215,classicism,BELONGS_TO_STYLE
1216,classicism,BELONGS_TO_STYLE
1217,freehand,BELONGS_TO_STYLE
1218,classicism,BELONGS_TO_STYLE
1219,romanticism,BELONGS_TO_STYLE
1220,classicism,BELONGS_TO_STYLE
1221,romanticism,BELONGS_TO_STYLE
1222,freehand,BELONGS_TO_STYLE
1223,romanticism,BELONGS_TO_STYLE
1224,meticulous,BELONGS_TO_STYLE
1225,romanticism,BELONGS_TO_STYLE
1226,symbolism,BELONGS_TO_STYLE
1227,romanticism,BELONGS_TO_STYLE
1228,symbolism,BELONGS_TO_STYLE
1229,symbolism,BELONGS_TO_STYLE
1230,freehand,BELONGS_TO_STYLE
1231,romanticism,BELONGS_TO_STYLE
1232,romanticism,BELONGS_TO_STYLE
1233,symbolism,BELONGS_TO_STYLE
1234,romanticism,BELONGS_TO_STYLE
1235,freehand,BELONGS_TO_STYLE
1236,meticulous,BELONGS_TO_STYLE
1237,romanticism,BELONGS_TO_STYLE
1238,symbolism,BELONGS_TO_STYLE
1239,freehand,BELONGS_TO_STYLE
1240,romanticism,BELONGS_TO_STYLE
1241,romanticism,BELONGS_TO_STYLE
1242,symbolism,BELONGS_TO_STYLE
1243,classicism,BELONGS_TO_STYLE
1244,romanticism,BELONGS_TO_STYLE
1245,romanticism,BELONGS_TO_STYLE
1246,freehand,BELONGS_TO_STYLE
1247,symbolism,BELONGS_TO_STYLE
1248,romanticism,BELONGS_TO_STYLE
1249,romanticism,BELONGS_TO_STYLE
1250,meticulous,BELONGS_TO_STYLE
1251,romanticism,BELONGS_TO_STYLE
1252,symbolism,BELONGS_TO_STYLE
1253,symbolism,BELONGS_TO_STYLE
1254,symbolism,BELONGS_TO_STYLE
1255,symbolism,BELONGS_TO_STYLE
1256,freehand,BELONGS_TO_STYLE
1257,romanticism,BELONGS_TO_STYLE
1258,symbolism,BELONGS_TO_STYLE
1259,romanticism,BELONGS_TO_STYLE
1260,classicism,BELONGS_TO_STYLE
1261,romanticism,BELONGS_TO_STYLE
1262,romanticism,BELONGS_TO_STYLE
1263,classicism,BELONGS_TO_STYLE
1264,romanticism,BELONGS_TO_STYLE
1265,classicism,BELONGS_TO_STYLE
1266,freehand,BELONGS_TO_STYLE
1267,romanticism,BELONGS_TO_STYLE
1268,symbolism,BELONGS_TO_STYLE
1269,classicism,BELONGS_TO_STYLE
1270,symbolism,BELONGS_TO_STYLE
1271,symbolism,BELONGS_TO_STYLE
1272,classicism,BELONGS_TO_STYLE
1273,meticulous,BELONGS_TO_STYLE
1274,freehand,BELONGS_TO_STYLE
1275,freehand,BELONGS_TO_STYLE
1276,symbolism,BELONGS_TO_STYLE
1277,romanticism,BELONGS_TO_STYLE
1278,classicism,BELONGS_TO_STYLE
1279,romanticism,BELONGS_TO_STYLE
1280,freehand,BELONGS_TO_STYLE
1281,romanticism,BELONGS_TO_STYLE
1282,symbolism,BELONGS_TO_STYLE
1283,romanticism,BELONGS_TO_STYLE
1284,classicism,BELONGS_TO_STYLE
1285,classicism,BELONGS_TO_STYLE
1286,romanticism,BELONGS_TO_STYLE
1287,classicism,BELONGS_TO_STYLE
1288,freehand,BELONGS_TO_STYLE
1289,classicism,BELONGS_TO_STYLE
1290,symbolism,BELONGS_TO_STYLE
1291,romanticism,BELONGS_TO_STYLE
1292,romanticism,BELONGS_TO_STYLE
1293,romanticism,BELONGS_TO_STYLE
1294,romanticism,BELONGS_TO_STYLE
1295,symbolism,BELONGS_TO_STYLE
1296,freehand,BELONGS_TO_STYLE
1297,meticulous,BELONGS_TO_STYLE
1298,classicism,BELONGS_TO_STYLE
1299,romanticism,BELONGS_TO_STYLE
1300,symbolism,BELONGS_TO_STYLE
1301,romanticism,BELONGS_TO_STYLE
1302,meticulous,BELONGS_TO_STYLE
1303,meticulous,BELONGS_TO_STYLE
1304,meticulous,BELONGS_TO_STYLE
1305,romanticism,BELONGS_TO_STYLE
1306,symbolism,BELONGS_TO_STYLE
1307,meticulous,BELONGS_TO_STYLE
1308,meticulous,BELONGS_TO_STYLE
1309,classicism,BELONGS_TO_STYLE
1310,freehand,BELONGS_TO_STYLE
1311,freehand,BELONGS_TO_STYLE
1312,meticulous,BELONGS_TO_STYLE
1313,romanticism,BELONGS_TO_STYLE
1314,classicism,BELONGS_TO_STYLE
1315,freehand,BELONGS_TO_STYLE
1316,freehand,BELONGS_TO_STYLE
1317,classicism,BELONGS_TO_STYLE
1318,classicism,BELONGS_TO_STYLE
1319,classicism,BELONGS_TO_STYLE
1320,meticulous,BELONGS_TO_STYLE
1321,symbolism,BELONGS_TO_STYLE
1322,symbolism,BELONGS_TO_STYLE
1323,classicism,BELONGS_TO_STYLE
1324,classicism,BELONGS_TO_STYLE
1325,meticulous,BELONGS_TO_STYLE
1326,classicism,BELONGS_TO_STYLE
1327,romanticism,BELONGS_TO_STYLE
1328,classicism,BELONGS_TO_STYLE
1329,meticulous,BELONGS_TO_STYLE
1330,symbolism,BELONGS_TO_STYLE
1331,romanticism,BELONGS_TO_STYLE
1332,meticulous,BELONGS_TO_STYLE
1333,meticulous,BELONGS_TO_STYLE
1334,romanticism,BELONGS_TO_STYLE
1335,meticulous,BELONGS_TO_STYLE
1336,classicism,BELONGS_TO_STYLE
1337,symbolism,BELONGS_TO_STYLE
1338,symbolism,BELONGS_TO_STYLE
